city,series_ticker,market_ticker,forecast_date,title,close_time,forecast_daily_max_f,sigma_f,market_yes_mid,fair_yes,fair_no,edge_yes,edge_no,best_side,best_edge,effective_edge,yes_bid,yes_ask,spread,run_ts_utc,obs_temp_f,actual_high_temp_f,actual_outcome_yes,obs_context,rules_primary,strike_type,floor_strike,cap_strike
NYC,KXHIGHNY,KXHIGHNY-26MAR19-B45.5,2026-03-19,"Will the **high temp in NYC** be 45-46° on Mar 19, 2026?",2026-03-20T04:59:00Z,45.0,2.2,0.5,0.3422,0.6578,-0.1578,0.1578,NO,0.1578,0.1378,0.48,0.52,0.04,2026-03-19T14:13:21.137380+00:00,35.96,,,station=https://api.weather.gov/stations/KNYC; obs_time=2026-03-19T13:51:00+00:00; obs_temp_f=36.0,"If the highest temperature recorded in Central Park, New York for March 19, 2026 as reported by the National Weather Service's Climatological Report (Daily), is between 45-46°, then the market resolves to Yes.",between,45,46
NYC,KXHIGHNY,KXHIGHNY-26MAR19-T43,2026-03-19,"Will the **high temp in NYC** be <43° on Mar 19, 2026?",2026-03-20T04:59:00Z,45.0,2.2,0.07,0.1817,0.8183,0.1117,-0.1117,YES,0.1117,0.1017,0.06,0.08,0.02,2026-03-19T14:13:21.137046+00:00,35.96,,,station=https://api.weather.gov/stations/KNYC; obs_time=2026-03-19T13:51:00+00:00; obs_temp_f=36.0,"If the highest temperature recorded in Central Park, New York for March 19, 2026 as reported by the National Weather Service's Climatological Report (Daily), is less than 43°, then the market resolves to Yes.",less,,43
